団体コード,都道府県,市区町村名,種類,URL,update,update_text
172103.0,石川県,白山市,社協,http://hakusanshi-syakyo.jp,updated,"白山市社会福祉協議会
トップページへ
本文へ
文字サイズ
標準
拡大
背景色
白
青
黄
黒
白山市社会福祉協議会
社協について
会員募集
地域福祉
相談窓口
ボランティア
介護事業
福祉バス
共同募金
白山市社会福祉協議会の概要会員募集組織図役員名簿沿革情報公表本支所案内白山市福祉ふれあいセンター地域ささえあいプラン（第3次白山市地域福祉計画・白山市地域福祉活動計画）福祉バス健康づくり指導員ふくちゃんについて社協だよりお問い合わせ
生活困窮相談
生活福祉資金貸付事業
福祉サービス利用支援事業
その他の相談
居宅介護支援（ケアプラン）訪問介護訪問入浴介護サービス
スマイルはくさんの役割についてボランティア募集情報ボランティア活動登録ボランティア活動保険のご案内イベント・講座のご案内登録ボランティア一覧スマイルはくさんNews福祉共育啓発講座（白山市共生のまちづくり）災害ボランティアセンター事業
【お知らせ】令和６年能登半島地震に関する情報
2024年1月10日
雪かきボランティア募集のお知らせ
2023年11月29日
第１４回　スマイルCafe開催報告
2023年11月29日
社協だより「ふれあいはくさん」100号を掲載しました
2023年11月21日
スマイル白山News　Vol.7（2023年10月31日号）
2023年11月7日
金澤翔子さん泰子さん　揮毫パフォーマンス＆母娘トークショー
2023年9月6日
赤い羽根共同募金　街頭募金 ボランティア募集
2023年9月6日
第１７回 白山市福祉健康まつり　ボランティア募集終了のお知らせ
2023年9月5日
令和５年度テーマ型募金　赤い羽根あったか募金（令和６年度事業助成）参加団体を募集します！
2023年8月22日
令和５年度　点訳ボランティア養成講座
2023年8月9日
令和５年度　白山市災害ボランティア 入 門 講 座を開催します！
2023年7月25日
「令和４年度　笑顔咲くみんなの食堂」を作成しました
2023年3月30日
スマイルはくさん（白山市社協）公式LINEが誕生しました！
2022年7月11日
「令和３年度　白山市こども食堂～子どもの居場所づくり～」を作成しました
2022年3月8日
お知らせ
一覧を見る
2024年1月11日
【急募】令和６年能登半島地震　被災者支援ボランティアの募集！（白山市内在住の方限定）
2024年1月10日
【お知らせ】令和６年能登半島地震に関する情報
2023年12月18日
令和4年度赤い羽根あったか募金（令和5年度事業）について【R5.12.18更新】
2023年12月12日
福祉ふれあいセンターの年末年始期間中の閉館時間の変更について
2023年11月21日
社協だより「ふれあいはくさん」100号を掲載しました
ボランティアニュース
一覧を見る
2023年11月29日
雪かきボランティア募集のお知らせ
2023年11月29日
第１４回　スマイルCafe開催報告
2023年11月7日
スマイル白山News　Vol.7（2023年10月31日号）
2023年10月11日
令和５年度白山市災害ボランティア研修会の開催
2023年9月12日
災害ボランティア事前登録者募集！！
社協について
白山市社会福祉協議会の概要会員募集組織図役員名簿沿革情報公表本支所案内白山市福祉ふれあいセンター地域ささえあいプラン（第3次白山市地域福祉計画・白山市地域福祉活動計画）福祉バス健康づくり指導員ふくちゃんについて社協だよりお問い合わせ
地域福祉
地区社会福祉協議会の概要地域ふれあいサロン事業福祉協力員こども食堂お元気ですか訪問事業ボランティア令和５年度 保育研修フードドライブ活動の推進について
相談窓口
事業紹介
くらしの相談／生活困窮相談
ボランティア
スマイルはくさんの役割についてボランティア募集情報ボランティア活動登録ボランティア活動保険のご案内イベント・講座のご案内登録ボランティア一覧スマイルはくさんNews福祉共育啓発講座（白山市共生のまちづくり）災害ボランティアセンター事業
介護事業
居宅介護支援（ケアプラン）訪問介護訪問入浴介護サービス
共同募金
赤い羽根共同募金様式集歳末たすけあい募金赤い羽根 白山ろくあったか募金
社会福祉法人白山市社会福祉協議会
〒924-0865
石川県白山市倉光8丁目16番地1
TEL 076-276-3151
FAX 076-276-4535
syakyo-info@hakusanshi-syakyo.jp
Copyright© HAKUSAN COUNSIL OF SOCIAL WELFARE. All rights reserved
このページの先頭へ"
172111.0,石川県,能美市,社協,http://www.nomi-shakyo.jp/,updated,"2024-01-12 19:08
処理時間: 2.8916 秒 Powered by HTML BINDER (1.6.34)."
172120.0,石川県,野々市市,社協,https://nonoichi-shakyo.jp/index.html,no update,
173614.0,石川県,津幡町,社協,https://tsubatashakyo.main.jp/,updated,"被災状況調査中津幡町では現在被災状況を調査中です
災害ボランティアの情報につきましては今しばらくお待ち下さい
[準備中]"
173657.0,石川県,内灘町,社協,http://uchisyakyo.jp/,no update,
173843.0,石川県,志賀町,社協,https://shika-shakyo.or.jp/,updated,"Ｑ：ボランティア活動をしたい
Ａ：ありがとうございます
現在活動のための準備をしておりますので、準備ができ次第、こちらのサイトでお知らせいたします"
173843.0,石川県,志賀町,ボランティアセンター,https://www.facebook.com/profile.php?id=61555475698199,no update,
173860.0,石川県,宝達志水町,社協,http://www.houshi-shakyo.or.jp/,no update,
174076.0,石川県,中能登町,社協,https://nakanoto-syakyou.sakura.ne.jp/,no update,
174637.0,石川県,能登町,社協,http://noto-shakyo.jp/,no update,
180009.0,福井県,,社協,https://www.f-shakyo.or.jp/,new,
182010.0,福井県,福井市,社協,http://www.fukuic-shakyo.jp/,new,
182087.0,福井県,あわら市,社協,http://awara-shakyo.or.jp/,new,
182109.0,福井県,坂井市,社協,http://www.sakaicityshakyo.jp/,new,
