団体コード,都道府県,市区町村名,種類,URL,update,update_text
152099.0,新潟県,加茂市,社協,https://www.city.kamo.niigata.jp/kenko/syafuku/,no update,
152102.0,新潟県,十日町市,社協,http://www.tkm-shakyo.or.jp/,no update,
152111.0,新潟県,見附市,社協,http://www.m-shakyo.net/,no update,
152129.0,新潟県,村上市,社協,https://murakamisyakyou.com/,no update,
152137.0,新潟県,燕市,社協,https://tbm-swc.jp/,updated,関川村災害ボランティアセンターへの職員派遣報告
152161.0,新潟県,糸魚川市,社協,https://www.i-shakyo.jp/,no update,
152170.0,新潟県,妙高市,社協,https://myoko-syakyo.jp/,no update,
152188.0,新潟県,五泉市,社協,http://www.gosen-syakyo.ecnet.jp/,no update,
152226.0,新潟県,上越市,社協,https://www.jouetushisyakyo.jp/,updated,"2024年01月11日
【能登半島地震】困りごとのお手伝いをします
2024.01.11【能登半島地震】困りごとのお手伝いをします"
152234.0,新潟県,阿賀野市,社協,http://www.agano.net/shakyo/,no update,
152242.0,新潟県,佐渡市,社協,https://care-net.biz/15/sado-shakyo/,updated,"2024/01/11 能登半島地震での災害ボランティア活動について（情報提供）
被災地での災害ボランティア活動を希望する場合は、必ず、事前に各被災地のホームページ等で受け入れ状況をご確認ください
なお、各被災地の市役所・町役場・社会福祉協議会等に対する電話でのお問い合わせは、お控えくださいますようお願いいたします
2024/01/11 能登半島地震義援金について（街頭募金のご報告）
１月8日に佐渡青年会議所、佐渡商工会青年部、佐渡市社会福祉協議会が合同で実施した街頭募金において、多くの皆様からあたたかいご支援をいただきました
お寄せいただきました義援金は中央共同募金会を通じ、被災者の方々に配分されます
実 績 額　　　　１８９，６７９円"
152251.0,新潟県,魚沼市,社協,https://www.uonuma-shakyo.or.jp/,no update,
152269.0,新潟県,南魚沼市,社協,https://www.mu-shakyo.or.jp/,no update,
152277.0,新潟県,胎内市,社協,http://tainai-syakyo.com/,no update,
153079.0,新潟県,聖籠町,社協,https://www.seiroumachi-syakyo.jp/,updated,status_error:403
153427.0,新潟県,弥彦村,社協,https://www.yahiko-shakyo.com/,no update,
153613.0,新潟県,田上町,社協,https://care-net.biz/15/tagami-shakyo/,no update,
153851.0,新潟県,阿賀町,社協,https://care-net.biz/15/agashakyo/,no update,
154059.0,新潟県,出雲崎町,社協,https://www.shakyo.or.jp/hp/index.php?s=773,updated,"2024.01.10
令和６年 能登半島地震災害義援金にご協力をお願いします
ふれあいの里　1月～3月は阿寒湖の湯（北海道）です"
154610.0,新潟県,湯沢町,社協,http://yuzawa-syakyo.jp/index.html,no update,
154822.0,新潟県,津南町,社協,https://tsunan-shakyo.or.jp/,no update,
155047.0,新潟県,刈羽村,社協,https://www.shakyo.or.jp/hp/777/,no update,
155811.0,新潟県,関川村,社協,http://www.fukuseki.or.jp/,updated,声の広報せきかわ１月号・お知らせ版掲載
160008.0,富山県,,社協,https://www.toyama-shakyo.or.jp/,updated,"NEW 2024年01月11日
緊急小口資金の特例貸付について（令和６年能登半島地震）
2024年01月04日"
162019.0,富山県,富山市,社協,https://www.toyamacity-shakyo.jp/,no update,
162019.0,富山県,富山市,ボランティアセンター,https://www.toyamacity-vc.jp/,no update,
162027.0,富山県,高岡市,社協,http://takaoka-shakyo.or.jp,no update,
162027.0,富山県,高岡市,ボランティアセンター,https://takaoka-vc.jimdofree.com,updated,"【ボランティア活動について】
活動日：基本的には土日
受付時間：9：00～10：00
活動時間：10：00～15：00
仮予約後、こちらから特にご連絡がない場合は、当日そのままお越しください"
162043.0,富山県,魚津市,社協,https://uoshakyo.net/,updated,"2024.1.11
令和６年能登半島地震災害義援金（富山県外被災者支援分）の受付について"
162051.0,富山県,氷見市,社協,http://www.himi-shakyo.jp/,updated,"令和6年能登半島地震被災地支援緊急募金
詳しく見る
令和6年 能登半島地震支援活動
一覧
今後の施設の営業について
氷見市災害ボランティア・支援センターを開設中
2024年01月11日
お知らせHimi City Council of Social Welfare 2024 Noto Peninsula Earthquake Emergency Support Fund                            NEW
お知らせ終活講座の受講申し込みについて
2024年01月11日
お知らせHimi City Council of Social Welfare 2024 Noto Peninsula Earthquake Emergency Support Fund                            NEW
お知らせ終活講座の受講申し込みについて
お知らせ終活講座の受講申し込みについて
お知らせ終活講座の受講申し込みについて"
162051.0,富山県,氷見市,ボランティアセンター,https://himivc-toyama.jimdofree.com/,updated,"氷見市災害ボランティア・支えあいセンター　電話：090-5687-2202 ／
090-5687-2203
※1月10日（水）時点でボランティア依頼約60件に対して事前登録者が1,000人を超える状況となっており、事前登録を一旦停止させていただいております"
162078.0,富山県,黒部市,社協,https://www.kurobesw.com/,no update,
162086.0,富山県,砺波市,社協,http://www.tonami-shakyo.or.jp/,no update,
162094.0,富山県,小矢部市,社協,https://www.oyabe.or.jp/,updated,"令和６年能登半島地震災害義援金の募集について
2024年1月11日
福祉おやべこだま第225号（令和6年1月号）
2024年1月11日
高齢者健康交流センターつざわランド　利用料金改正について
2023年8月31日
社協の事業  (31)
ファミリー・サポート・センター  (1)
ボランティアセンター  (3)
新着情報  (19)
令和６年能登半島地震災害義援金の募集について
2024年1月11日
令和６年１月１日に発生した石川県能登地方を震源とする地震により、…
福祉おやべこだま第225号（令和6年1月号）
2024年1月11日
高齢者健康交流センターつざわランド　利用料金改正について
2023年8月31日
高齢者健康交流センターつざわランドの利用料金につきまして、令和６年…"
162108.0,富山県,南砺市,社協,https://nanto-shakyo.jp/,no update,
162116.0,富山県,射水市,社協,http://www.imizushakyo.jp/,no update,
163210.0,富山県,舟橋村,社協,http://www.funahashi-wel.or.jp/,no update,
163228.0,富山県,上市町,社協,https://www.kamiichi-hearty.jp/,no update,
163236.0,富山県,立山町,社協,https://www.tateyama-shakyo.jp/,no update,
163422.0,富山県,入善町,社協,https://www.nyuzen-shakyo.org/,updated,3/21開催予定の飯野地区子育てサロンは中止となります2024年1月11日
163431.0,富山県,朝日町,社協,http://asahiwel.com/,updated,"2024年1月11日
令和６年能登半島地震に関する無料電話相談について"
170003.0,石川県,,社協,https://www.isk-shakyo.or.jp/,updated,"2024年01月11日
令和５年度認知症対応型サービス事業開設者研修の中止について"
170003.0,石川県,,ボランティアセンター,https://prefvc-ishikawa.jimdofree.com/,updated,"新着情報 【締め切りました】1.5次避難所開設準備（テント張り）ボランティア募集について
(金, 12  1月 2024)
能登町
能登町災害ボランティアセンター
穴水町
穴水町災害ボランティアセンター
七尾市
七尾市災害ボランティアセンター
宝達志水町
宝達志水町災害ボランティアセンター
募集範囲：内灘町近隣在住の方"
172014.0,石川県,金沢市,社協,https://www.kana-syakyo.jp/,no update,
172022.0,石川県,七尾市,社協,https://nanaosyakyo.jp/,updated,2023年12月8日お知らせ嘱託職員募集のご案内（令和６年度採用）2024年1月4日お知らせ寄付・寄贈の報告（令和5年12月）2023年12月28日お知らせ寄付・寄贈の報告（七尾ライオンズクラブ様）2023年12月8日お知らせ寄付・寄贈の報告（北陸労働金庫様）2023年11月21日講座・イベント成年後見制度学習会
172031.0,石川県,小松市,社協,https://www.komasya.com/,no update,
172049.0,石川県,輪島市,社協,http://www.washakyo.com/,no update,
172057.0,石川県,珠洲市,社協,http://suzushi-syakyo.or.jp/,no update,
172057.0,石川県,珠洲市,ボランティアセンター,https://ishikawa-vc.jimdofree.com/,no update,
172065.0,石川県,加賀市,社協,http://www.kagavc.jp/,no update,
172065.0,石川県,加賀市,ボランティアセンター,https://kagavc-ishikawa.jimdofree.com/,no update,
172073.0,石川県,羽咋市,社協,https://hakuisyakyo.jp/,updated,"2024.1.11
地域支えあいサポータースキルアップ研修会中止のお知らせ"
172073.0,石川県,羽咋市,ボランティアセンター,https://www.facebook.com/profile.php?id=100064760046856&locale=ja_JP,no update,
172090.0,石川県,かほく市,社協,http://www.kahoku-shakyo.or.jp,no update,
172103.0,石川県,白山市,社協,http://hakusanshi-syakyo.jp,updated,白山市社会福祉協議会               トップページへ本文へ文字サイズ標準拡大背景色白青黄黒白山市社会福祉協議会社協について会員募集地域福祉相談窓口ボランティア介護事業福祉バス共同募金              白山市社会福祉協議会の概要会員募集組織図役員名簿沿革情報公表本支所案内白山市福祉ふれあいセンター地域ささえあいプラン（第3次白山市地域福祉計画・白山市地域福祉活動計画）福祉バス健康づくり指導員ふくちゃんについて社協だよりお問い合わせ 生活困窮相談生活福祉資金貸付事業福祉サービス利用支援事業その他の相談 居宅介護支援（ケアプラン）訪問介護訪問入浴介護サービス スマイルはくさんの役割についてボランティア募集情報ボランティア活動登録ボランティア活動保険のご案内イベント・講座のご案内登録ボランティア一覧スマイルはくさんNews福祉共育啓発講座（白山市共生のまちづくり）災害ボランティアセンター事業 【お知らせ】令和６年能登半島地震に関する情報2024年1月10日  雪かきボランティア募集のお知らせ2023年11月29日  第１４回　スマイルCafe開催報告2023年11月29日  社協だより「ふれあいはくさん」100号を掲載しました2023年11月21日  スマイル白山News　Vol.7（2023年10月31日号）2023年11月7日  金澤翔子さん泰子さん　揮毫パフォーマンス＆母娘トークショー2023年9月6日  赤い羽根共同募金　街頭募金 ボランティア募集2023年9月6日  第１７回 白山市福祉健康まつり　ボランティア募集終了のお知らせ2023年9月5日  令和５年度テーマ型募金　赤い羽根あったか募金（令和６年度事業助成）参加団体を募集します！2023年8月22日  令和５年度　点訳ボランティア養成講座2023年8月9日  令和５年度　白山市災害ボランティア 入 門 講 座を開催します！2023年7月25日  「令和４年度　笑顔咲くみんなの食堂」を作成しました2023年3月30日  スマイルはくさん（白山市社協）公式LINEが誕生しました！2022年7月11日  「令和３年度　白山市こども食堂～子どもの居場所づくり～」を作成しました2022年3月8日 お知らせ一覧を見る  2024年1月11日 【急募】令和６年能登半島地震　被災者支援ボランティアの募集！（白山市内在住の方限定）   2024年1月10日 【お知らせ】令和６年能登半島地震に関する情報   2023年12月18日 令和4年度赤い羽根あったか募金（令和5年度事業）について【R5.12.18更新】   2023年12月12日 福祉ふれあいセンターの年末年始期間中の閉館時間の変更について   2023年11月21日 社協だより「ふれあいはくさん」100号を掲載しました ボランティアニュース一覧を見る  2023年11月29日 雪かきボランティア募集のお知らせ   2023年11月29日 第１４回　スマイルCafe開催報告   2023年11月7日 スマイル白山News　Vol.7（2023年10月31日号）   2023年10月11日 令和５年度白山市災害ボランティア研修会の開催   2023年9月12日 災害ボランティア事前登録者募集！！ 社協について白山市社会福祉協議会の概要会員募集組織図役員名簿沿革情報公表本支所案内白山市福祉ふれあいセンター地域ささえあいプラン（第3次白山市地域福祉計画・白山市地域福祉活動計画）福祉バス健康づくり指導員ふくちゃんについて社協だよりお問い合わせ地域福祉地区社会福祉協議会の概要地域ふれあいサロン事業福祉協力員こども食堂お元気ですか訪問事業ボランティア令和５年度 保育研修フードドライブ活動の推進について相談窓口事業紹介くらしの相談／生活困窮相談ボランティアスマイルはくさんの役割についてボランティア募集情報ボランティア活動登録ボランティア活動保険のご案内イベント・講座のご案内登録ボランティア一覧スマイルはくさんNews福祉共育啓発講座（白山市共生のまちづくり）災害ボランティアセンター事業介護事業居宅介護支援（ケアプラン）訪問介護訪問入浴介護サービス共同募金赤い羽根共同募金様式集歳末たすけあい募金赤い羽根 白山ろくあったか募金  社会福祉法人白山市社会福祉協議会   〒924-0865 石川県白山市倉光8丁目16番地1   TEL 076-276-3151 FAX 076-276-4535   syakyo-info@hakusanshi-syakyo.jp  Copyright© HAKUSAN COUNSIL OF SOCIAL WELFARE. All rights reservedこのページの先頭へ
172111.0,石川県,能美市,社協,http://www.nomi-shakyo.jp/,updated,"2024-01-11 21:55
処理時間: 2.8378 秒 Powered by HTML BINDER (1.6.34)."
172120.0,石川県,野々市市,社協,https://nonoichi-shakyo.jp/index.html,no update,
173614.0,石川県,津幡町,社協,https://tsubatashakyo.main.jp/,no update,
173657.0,石川県,内灘町,社協,http://uchisyakyo.jp/,no update,
173843.0,石川県,志賀町,社協,https://shika-shakyo.or.jp/,updated,"お知らせ - 志賀町災害ボランティアセンター
志賀町災害ボランティアセンター
ホームお知らせお問い合わせ
ホーム
令和6年能登半島地震により被害に遭われた皆様に、心よりお見舞いを申し上げます
志賀町社会福祉協議会は、被災された市民の皆様の生活再建を支援するため1月9日より「志賀町災害ボランティアセンター」を設置しました
開設日から以下の受付を行います
・町内で被災された方からの、ボランティア依頼の受付
※只今、頻発する余震や断水等ライフラインの復旧まではボランティア活動の開始は今しばらくお待ちください
志賀町災害ボランティアセンターに関する情報は、Facebook等でも随時発信しますのでフォローくださると幸いです
下記のＵＲＬをクリックしご覧ください
Facebook　 https://www.facebook.com/profile.php?id=61555475698199
お知らせ 災害ボランティアセンターを設置しました
(火, 09  1月 2024)
>> 続きを読む
Facebook に接続する
ボランティアを依頼したい
ボランティアによるお手伝いをご希望の方は、お電話にて受け付けています
電話：090-7957-6653　／　090-8261-1021
受付時間：平日　9:00〜15:00
ボランティア活動について
※只今、頻発する余震や断水等ライフラインの復旧まではボランティア活動の開始は今しばらくお待ちください
事前の準備
オリエンテーション動画
災害ボランティアのポイントが簡潔にまとめられた動画です
各動画とも2分程度ですので、ぜひ事前にご視聴ください
クッキーの設定によりYoutubeのコンテンツが表示されません
Youtubeのコンテンツの読み込みと表示を行う場合は、クッキーバナーよりYoutubeのクッキーを受け入れてください
クッキーの設定によりYoutubeのコンテンツが表示されません
Youtubeのコンテンツの読み込みと表示を行う場合は、クッキーバナーよりYoutubeのクッキーを受け入れてください
お問い合わせについて
被災された方からのお困りごとを優先するために、災害ボランティア活動に関するお問い合わせについては、以下のフォームからお願いしております
お電話はお控えくださいますようお願いいたします
皆様のご理解とご協力をよろしくお願いいたします
お問い合わせフォーム
よくあるお問い合わせ
Ｑ：災害ボランティア活動の当日はどこに行けばいいですか？
Ａ：準備中
Ｑ：駐車場はありますか？
Ａ：準備中
Ｑ：当日の受付時間は何時から何時までですか？
Ａ：準備中
Ｑ：当日の活動時間は何時から何時までですか？
Ａ：準備中
Ｑ：活動内容を教えてほしい
Ａ：地震により散乱してしまった食器等の片付け、家屋内の清掃／損傷した家具や家財の搬出・撤去等
Ｑ：当日何を持って行けばいいですか？
Ａ：当日は汚れても良い服装で、動きやすい靴（安全靴であれば尚良し）でお越しください
手袋、タオル、水分をお持ちください
服装についてはこちらをご覧ください→ボランティア服装マニュアル
Supported
by HUGKUMI, LLC
志賀町災害ボランティアセンター
〒925-0141
石川県羽咋郡志賀町高浜町カの1の1
志賀町文化ホール内
Google マップは現在の Cookie 設定では表示されません
「コンテンツを見る」を選択し、Google マップの Cookie 設定に同意すると閲覧できます
詳細は Google マップの[プライバシーポリシー]をご確認ください
Cookie の利用は、[Cookie 設定]からいつでも変更できます
概要 | プライバシーポリシー | Cookie ポリシー | サイトマップ
ログイン
ログアウト
|
編集
Jimdo  あなたもジンドゥーで無料ホームページを
 無料新規登録は https://jp.jimdo.com から
閉じる"
173843.0,石川県,志賀町,ボランティアセンター,https://www.facebook.com/profile.php?id=61555475698199,no update,
173860.0,石川県,宝達志水町,社協,http://www.houshi-shakyo.or.jp/,no update,
174076.0,石川県,中能登町,社協,https://nakanoto-syakyou.sakura.ne.jp/,no update,
174637.0,石川県,能登町,社協,http://noto-shakyo.jp/,updated,"★公式ラインができました★
公式ラインURL"
